0 40 inf
0.00186 -nan -nan
0.00187 -nan -nan
0.00188 -nan -nan
0.00189 -nan -nan
0.0019 -nan -nan
0.00191 -nan -nan
0.00192 -nan -nan
0.00193 -nan -nan
0.00194 -nan -nan
0.00195 -nan -nan
0.00196 -nan -nan
0.00197 -nan -nan
0.00198 -nan -nan
0.00199 -nan -nan
0.002 -nan -nan
0.00201 -nan -nan
0.00202 -nan -nan
0.00203 -nan -nan
0.00204 -nan -nan
0.00205 -nan -nan
0.00206 -nan -nan
0.00207 -nan -nan
0.00208 -nan -nan
0.00209 -nan -nan
0.0021 -nan -nan
0.00211 -nan -nan
0.00212 -nan -nan
0.00213 -nan -nan
0.00214 -nan -nan
0.00215 -nan -nan
0.00216 -nan -nan
0.00217 -nan -nan
0.00218 -nan -nan
0.00219 -nan -nan
0.0022 -nan -nan
0.00221 -nan -nan
0.00222 -nan -nan
0.00223 -nan -nan
0.00224 -nan -nan
0.00225 -nan -nan
0.00226 -nan -nan
0.00227 -nan -nan
0.00228 -nan -nan
0.00229 -nan -nan
0.0023 -nan -nan
0.00231 -nan -nan
0.00232 -nan -nan
0.00233 -nan -nan
0.00234 -nan -nan
0.00235 -nan -nan
0.00236 -nan -nan
0.00237 -nan -nan
0.00238 -nan -nan
0.00239 -nan -nan
0.0024 -nan -nan
0.00241 -nan -nan
0.00242 -nan -nan
0.00243 -nan -nan
0.00244 -nan -nan
0.00245 -nan -nan
0.00246 -nan -nan
0.00247 -nan -nan
0.00248 -nan -nan
0.00249 -nan -nan
0.0025 -nan -nan
0.00251 -nan -nan
0.00252 -nan -nan
0.00253 -nan -nan
0.00254 -nan -nan
0.00255 -nan -nan
0.00256 -nan -nan
0.00257 -nan -nan
0.00258 -nan -nan
0.00259 -nan -nan
0.0026 -nan -nan
0.00261 -nan -nan
0.00262 -nan -nan
0.00263 -nan -nan
0.00264 -nan -nan
0.00265 -nan -nan
0.00266 -nan -nan
0.00267 -nan -nan
0.00268 -nan -nan
0.00269 -nan -nan
0.0027 -nan -nan
0.00271 -nan -nan
0.00272 -nan -nan
0.00273 -nan -nan
0.00274 -nan -nan
0.00275 -nan -nan
0.00276 -nan -nan
0.00277 -nan -nan
0.00278 -nan -nan
0.00279 -nan -nan
0.0028 -nan -nan
0.00281 -nan -nan
0.00282 -nan -nan
0.00283 -nan -nan
0.00284 -nan -nan
0.00285 -nan -nan
0.00286 -nan -nan
0.00287 -nan -nan
0.00288 -nan -nan
0.00289 -nan -nan
0.0029 -nan -nan
0.00291 -nan -nan
0.00292 -nan -nan
0.00293 -nan -nan
0.00294 -nan -nan
0.00295 -nan -nan
0.00296 -nan -nan
0.00297 -nan -nan
0.00298 -nan -nan
0.00299 -nan -nan
0.003 -nan -nan
0.00301 -nan -nan
0.00302 -nan -nan
0.00303 -nan -nan
0.00304 -nan -nan
0.00305 -nan -nan
0.00306 -nan -nan
0.00307 -nan -nan
0.00308 -nan -nan
0.00309 -nan -nan
0.0031 -nan -nan
0.00311 -nan -nan
0.00312 -nan -nan
0.00313 -nan -nan
0.00314 -nan -nan
0.00315 -nan -nan
0.00316 -nan -nan
0.00317 -nan -nan
0.00318 -nan -nan
0.00319 -nan -nan
0.0032 -nan -nan
0.00321 -nan -nan
0.00322 -nan -nan
0.00323 -nan -nan
0.00324 -nan -nan
0.00325 -nan -nan
0.00326 -nan -nan
0.00327 -nan -nan
0.00328 -nan -nan
0.00329 -nan -nan
0.0033 -nan -nan
0.00331 -nan -nan
0.00332 -nan -nan
0.00333 -nan -nan
0.00334 -nan -nan
0.00335 -nan -nan
0.00336 -nan -nan
0.00337 -nan -nan
0.00338 -nan -nan
0.00339 -nan -nan
0.0034 -nan -nan
0.00341 -nan -nan
0.00342 -nan -nan
0.00343 -nan -nan
0.00344 -nan -nan
0.00345 -nan -nan
0.00346 -nan -nan
0.00347 -nan -nan
0.00348 -nan -nan
0.00349 -nan -nan
0.0035 -nan -nan
0.00351 -nan -nan
0.00352 -nan -nan
0.00353 -nan -nan
0.00354 -nan -nan
0.00355 -nan -nan
0.00356 -nan -nan
0.00357 -nan -nan
0.00358 -nan -nan
0.00359 -nan -nan
0.0036 -nan -nan
0.00361 -nan -nan
0.00362 -nan -nan
0.00363 -nan -nan
0.00364 -nan -nan
0.00365 -nan -nan
0.00366 -nan -nan
0.00367 -nan -nan
0.00368 -nan -nan
0.00369 -nan -nan
0.0037 -nan -nan
0.00371 -nan -nan
0.00372 -nan -nan
0.00373 -nan -nan
0.00374 -nan -nan
0.00375 -nan -nan
0.00376 -nan -nan
0.00377 -nan -nan
0.00378 -nan -nan
0.00379 -nan -nan
0.0038 -nan -nan
0.00381 -nan -nan
0.00382 -nan -nan
0.00383 -nan -nan
0.00384 -nan -nan
0.00385 -nan -nan
0.00386 -nan -nan
0.00387 -nan -nan
0.00388 -nan -nan
0.00389 -nan -nan
0.0039 -nan -nan
0.00391 -nan -nan
0.00392 -nan -nan
0.00393 -nan -nan
0.00394 -nan -nan
0.00395 -nan -nan
0.00396 -nan -nan
0.00397 -nan -nan
0.00398 -nan -nan
0.00399 -nan -nan
0.004 -nan -nan
0.00401 -nan -nan
0.00402 -nan -nan
0.00403 -nan -nan
0.00404 -nan -nan
0.00405 -nan -nan
0.00406 -nan -nan
0.00407 -nan -nan
0.00408 -nan -nan
0.00409 -nan -nan
0.0041 -nan -nan
0.00411 -nan -nan
0.00412 -nan -nan
0.00413 -nan -nan
0.00414 -nan -nan
0.00415 -nan -nan
0.00416 -nan -nan
0.00417 -nan -nan
0.00418 -nan -nan
0.00419 -nan -nan
0.0042 -nan -nan
0.00421 -nan -nan
0.00422 -nan -nan
0.00423 -nan -nan
0.00424 -nan -nan
0.00425 -nan -nan
0.00426 -nan -nan
0.00427 -nan -nan
0.00428 -nan -nan
0.00429 -nan -nan
0.0043 -nan -nan
0.00431 -nan -nan
0.00432 -nan -nan
0.00433 -nan -nan
0.00434 -nan -nan
0.00435 -nan -nan
0.00436 -nan -nan
0.00437 -nan -nan
0.00438 -nan -nan
0.00439 -nan -nan
0.0044 -nan -nan
0.00441 -nan -nan
0.00442 -nan -nan
0.00443 -nan -nan
0.00444 -nan -nan
0.00445 -nan -nan
0.00446 -nan -nan
0.00447 -nan -nan
0.00448 -nan -nan
0.00449 -nan -nan
0.0045 -nan -nan
0.00451 -nan -nan
0.00452 -nan -nan
0.00453 -nan -nan
0.00454 -nan -nan
0.00455 -nan -nan
0.00456 -nan -nan
0.00457 -nan -nan
0.00458 -nan -nan
0.00459 -nan -nan
0.0046 -nan -nan
0.00461 -nan -nan
0.00462 -nan -nan
0.00463 -nan -nan
0.00464 -nan -nan
0.00465 -nan -nan
0.00466 -nan -nan
0.00467 -nan -nan
0.00468 -nan -nan
0.00469 -nan -nan
0.0047 -nan -nan
0.00471 -nan -nan
0.00472 -nan -nan
0.00473 -nan -nan
0.00474 -nan -nan
0.00475 -nan -nan
0.00476 -nan -nan
0.00477 -nan -nan
0.00478 -nan -nan
0.00479 -nan -nan
0.0048 -nan -nan
0.00481 -nan -nan
0.00482 -nan -nan
0.00483 -nan -nan
0.00484 -nan -nan
0.00485 -nan -nan
0.00486 -nan -nan
0.00487 -nan -nan
0.00488 -nan -nan
0.00489 -nan -nan
0.0049 -nan -nan
0.00491 -nan -nan
0.00492 -nan -nan
0.00493 -nan -nan
0.00494 -nan -nan
0.00495 -nan -nan
0.00496 -nan -nan
0.00497 -nan -nan
0.00498 -nan -nan
0.00499 -nan -nan
0.005 -nan -nan
0.00501 -nan -nan
0.00502 -nan -nan
0.00503 -nan -nan
0.00504 -nan -nan
0.00505 -nan -nan
0.00506 -nan -nan
0.00507 -nan -nan
0.00508 -nan -nan
0.00509 -nan -nan
0.0051 -nan -nan
0.00511 -nan -nan
0.00512 -nan -nan
0.00513 -nan -nan
0.00514 -nan -nan
0.00515 -nan -nan
0.00516 -nan -nan
0.00517 -nan -nan
0.00518 -nan -nan
0.00519 -nan -nan
0.0052 -nan -nan
0.00521 -nan -nan
0.00522 -nan -nan
0.00523 -nan -nan
0.00524 -nan -nan
0.00525 -nan -nan
0.00526 -nan -nan
0.00527 -nan -nan
0.00528 -nan -nan
0.00529 -nan -nan
0.0053 -nan -nan
0.00531 -nan -nan
0.00532 -nan -nan
0.00533 -nan -nan
0.00534 -nan -nan
0.00535 -nan -nan
0.00536 -nan -nan
0.00537 -nan -nan
0.00538 -nan -nan
0.00539 -nan -nan
0.0054 -nan -nan
0.00541 -nan -nan
0.00542 -nan -nan
0.00543 -nan -nan
0.00544 -nan -nan
0.00545 -nan -nan
0.00546 -nan -nan
0.00547 -nan -nan
0.00548 -nan -nan
0.00549 -nan -nan
0.0055 -nan -nan
0.00551 -nan -nan
0.00552 -nan -nan
0.00553 -nan -nan
0.00554 -nan -nan
0.00555 -nan -nan
0.00556 -nan -nan
0.00557 -nan -nan
0.00558 -nan -nan
0.00559 -nan -nan
0.0056 -nan -nan
0.00561 -nan -nan
0.00562 -nan -nan
0.00563 -nan -nan
0.00564 -nan -nan
0.00565 -nan -nan
0.00566 -nan -nan
0.00567 -nan -nan
0.00568 -nan -nan
0.00569 -nan -nan
0.0057 -nan -nan
0.00571 -nan -nan
0.00572 -nan -nan
0.00573 -nan -nan
0.00574 -nan -nan
0.00575 -nan -nan
0.00576 -nan -nan
0.00577 -nan -nan
0.00578 -nan -nan
0.00579 -nan -nan
0.0058 -nan -nan
0.00581 -nan -nan
0.00582 -nan -nan
0.00583 -nan -nan
0.00584 -nan -nan
0.00585 -nan -nan
0.00586 -nan -nan
0.00587 -nan -nan
0.00588 -nan -nan
0.00589 -nan -nan
0.0059 -nan -nan
0.00591 -nan -nan
0.00592 -nan -nan
0.00593 -nan -nan
0.00594 -nan -nan
0.00595 -nan -nan
0.00596 -nan -nan
0.00597 -nan -nan
0.00598 -nan -nan
0.00599 -nan -nan
0.006 -nan -nan
0.00601 -nan -nan
0.00602 -nan -nan
0.00603 -nan -nan
0.00604 -nan -nan
0.00605 -nan -nan
0.00606 -nan -nan
0.00607 -nan -nan
0.00608 -nan -nan
0.00609 -nan -nan
0.0061 -nan -nan
0.00611 -nan -nan
0.00612 -nan -nan
0.00613 -nan -nan
0.00614 -nan -nan
0.00615 -nan -nan
0.00616 -nan -nan
0.00617 -nan -nan
0.00618 -nan -nan
0.00619 -nan -nan
0.0062 -nan -nan
0.00621 -nan -nan
0.00622 -nan -nan
0.00623 -nan -nan
0.00624 -nan -nan
0.00625 -nan -nan
0.00626 -nan -nan
0.00627 -nan -nan
0.00628 -nan -nan
0.00629 -nan -nan
0.0063 -nan -nan
0.00631 -nan -nan
0.00632 -nan -nan
0.00633 -nan -nan
0.00634 -nan -nan
0.00635 -nan -nan
0.00636 -nan -nan
0.00637 -nan -nan
0.00638 -nan -nan
0.00639 -nan -nan
0.0064 -nan -nan
0.00641 -nan -nan
0.00642 -nan -nan
0.00643 -nan -nan
0.00644 -nan -nan
0.00645 -nan -nan
0.00646 -nan -nan
0.00647 -nan -nan
0.00648 -nan -nan
0.00649 -nan -nan
0.0065 -nan -nan
0.00651 -nan -nan
0.00652 -nan -nan
0.00653 -nan -nan
0.00654 -nan -nan
0.00655 -nan -nan
0.00656 -nan -nan
0.00657 -nan -nan
0.00658 -nan -nan
0.00659 -nan -nan
0.0066 -nan -nan
0.00661 -nan -nan
0.00662 -nan -nan
0.00663 -nan -nan
0.00664 -nan -nan
0.00665 -nan -nan
0.00666 -nan -nan
0.00667 -nan -nan
0.00668 -nan -nan
0.00669 -nan -nan
0.0067 -nan -nan
0.00671 -nan -nan
0.00672 -nan -nan
0.00673 -nan -nan
0.00674 -nan -nan
0.00675 -nan -nan
0.00676 -nan -nan
0.00677 -nan -nan
0.00678 -nan -nan
0.00679 -nan -nan
0.0068 -nan -nan
0.00681 -nan -nan
0.00682 -nan -nan
0.00683 -nan -nan
0.00684 -nan -nan
0.00685 -nan -nan
0.00686 -nan -nan
0.00687 -nan -nan
0.00688 -nan -nan
0.00689 -nan -nan
0.0069 -nan -nan
0.00691 -nan -nan
0.00692 -nan -nan
0.00693 -nan -nan
0.00694 -nan -nan
0.00695 -nan -nan
0.00696 -nan -nan
0.00697 -nan -nan
0.00698 -nan -nan
0.00699 -nan -nan
0.007 -nan -nan
0.00701 -nan -nan
0.00702 -nan -nan
0.00703 -nan -nan
0.00704 -nan -nan
0.00705 -nan -nan
0.00706 -nan -nan
0.00707 -nan -nan
0.00708 -nan -nan
0.00709 -nan -nan
0.0071 -nan -nan
0.00711 -nan -nan
0.00712 -nan -nan
0.00713 -nan -nan
0.00714 -nan -nan
0.00715 -nan -nan
0.00716 -nan -nan
0.00717 -nan -nan
0.00718 -nan -nan
0.00719 -nan -nan
0.0072 -nan -nan
0.00721 -nan -nan
0.00722 -nan -nan
0.00723 -nan -nan
0.00724 -nan -nan
0.00725 -nan -nan
0.00726 -nan -nan
0.00727 -nan -nan
0.00728 -nan -nan
0.00729 -nan -nan
0.0073 -nan -nan
0.00731 -nan -nan
0.00732 -nan -nan
0.00733 -nan -nan
0.00734 -nan -nan
0.00735 -nan -nan
0.00736 -nan -nan
0.00737 -nan -nan
0.00738 -nan -nan
0.00739 -nan -nan
0.0074 -nan -nan
0.00741 -nan -nan
0.00742 -nan -nan
0.00743 -nan -nan
0.00744 -nan -nan
0.00745 -nan -nan
0.00746 -nan -nan
0.00747 -nan -nan
0.00748 -nan -nan
0.00749 -nan -nan
0.0075 -nan -nan
0.00751 -nan -nan
0.00752 -nan -nan
0.00753 -nan -nan
0.00754 -nan -nan
0.00755 -nan -nan
0.00756 -nan -nan
0.00757 -nan -nan
0.00758 -nan -nan
0.00759 -nan -nan
0.0076 -nan -nan
0.00761 -nan -nan
0.00762 -nan -nan
0.00763 -nan -nan
0.00764 -nan -nan
0.00765 -nan -nan
0.00766 -nan -nan
0.00767 -nan -nan
0.00768 -nan -nan
0.00769 -nan -nan
0.0077 -nan -nan
0.00771 -nan -nan
0.00772 -nan -nan
0.00773 -nan -nan
0.00774 -nan -nan
0.00775 -nan -nan
0.00776 -nan -nan
0.00777 -nan -nan
0.00778 -nan -nan
0.00779 -nan -nan
0.0078 -nan -nan
0.00781 -nan -nan
0.00782 -nan -nan
0.00783 -nan -nan
0.00784 -nan -nan
0.00785 -nan -nan
0.00786 -nan -nan
0.00787 -nan -nan
0.00788 -nan -nan
0.00789 -nan -nan
0.0079 -nan -nan
0.00791 -nan -nan
0.00792 -nan -nan
0.00793 -nan -nan
0.00794 -nan -nan
0.00795 -nan -nan
0.00796 -nan -nan
0.00797 -nan -nan
0.00798 -nan -nan
0.00799 -nan -nan
0.008 -nan -nan
0.00801 -nan -nan
0.00802 -nan -nan
0.00803 -nan -nan
0.00804 -nan -nan
0.00805 -nan -nan
0.00806 -nan -nan
0.00807 -nan -nan
0.00808 -nan -nan
0.00809 -nan -nan
0.0081 -nan -nan
0.00811 -nan -nan
0.00812 -nan -nan
0.00813 -nan -nan
0.00814 -nan -nan
0.00815 -nan -nan
0.00816 -nan -nan
0.00817 -nan -nan
0.00818 -nan -nan
0.00819 -nan -nan
0.0082 -nan -nan
0.00821 -nan -nan
0.00822 -nan -nan
0.00823 -nan -nan
0.00824 -nan -nan
0.00825 -nan -nan
0.00826 -nan -nan
0.00827 -nan -nan
0.00828 -nan -nan
0.00829 -nan -nan
0.0083 -nan -nan
0.00831 -nan -nan
0.00832 -nan -nan
0.00833 -nan -nan
0.00834 -nan -nan
0.00835 -nan -nan
0.00836 -nan -nan
0.00837 -nan -nan
0.00838 -nan -nan
0.00839 -nan -nan
0.0084 -nan -nan
0.00841 -nan -nan
0.00842 -nan -nan
0.00843 -nan -nan
0.00844 -nan -nan
0.00845 -nan -nan
0.00846 -nan -nan
0.00847 -nan -nan
0.00848 -nan -nan
0.00849 -nan -nan
0.0085 -nan -nan
0.00851 -nan -nan
0.00852 -nan -nan
0.00853 -nan -nan
0.00854 -nan -nan
0.00855 -nan -nan
0.00856 -nan -nan
0.00857 -nan -nan
0.00858 -nan -nan
0.00859 -nan -nan
0.0086 -nan -nan
0.00861 -nan -nan
0.00862 -nan -nan
0.00863 -nan -nan
0.00864 -nan -nan
0.00865 -nan -nan
0.00866 -nan -nan
0.00867 -nan -nan
0.00868 -nan -nan
0.00869 -nan -nan
0.0087 -nan -nan
0.00871 -nan -nan
0.00872 -nan -nan
0.00873 -nan -nan
0.00874 -nan -nan
0.00875 -nan -nan
0.00876 -nan -nan
0.00877 -nan -nan
0.00878 -nan -nan
0.00879 -nan -nan
0.0088 -nan -nan
0.00881 -nan -nan
0.00882 -nan -nan
0.00883 -nan -nan
0.00884 -nan -nan
0.00885 -nan -nan
0.00886 -nan -nan
0.00887 -nan -nan
0.00888 -nan -nan
0.00889 -nan -nan
0.0089 -nan -nan
0.00891 -nan -nan
0.00892 -nan -nan
0.00893 -nan -nan
0.00894 -nan -nan
0.00895 -nan -nan
0.00896 -nan -nan
0.00897 -nan -nan
0.00898 -nan -nan
0.00899 -nan -nan
0.009 -nan -nan
0.00901 -nan -nan
0.00902 -nan -nan
0.00903 -nan -nan
0.00904 -nan -nan
0.00905 -nan -nan
0.00906 -nan -nan
0.00907 -nan -nan
0.00908 -nan -nan
0.00909 -nan -nan
0.0091 -nan -nan
0.00911 -nan -nan
0.00912 -nan -nan
0.00913 -nan -nan
0.00914 -nan -nan
0.00915 -nan -nan
0.00916 -nan -nan
0.00917 -nan -nan
0.00918 -nan -nan
0.00919 -nan -nan
0.0092 -nan -nan
0.00921 -nan -nan
0.00922 -nan -nan
0.00923 -nan -nan
0.00924 -nan -nan
0.00925 -nan -nan
0.00926 -nan -nan
0.00927 -nan -nan
0.00928 -nan -nan
0.00929 -nan -nan
0.0093 -nan -nan
0.00931 -nan -nan
0.00932 -nan -nan
0.00933 -nan -nan
0.00934 -nan -nan
0.00935 -nan -nan
0.00936 -nan -nan
0.00937 -nan -nan
0.00938 -nan -nan
0.00939 -nan -nan
0.0094 -nan -nan
0.00941 -nan -nan
0.00942 -nan -nan
0.00943 -nan -nan
0.00944 -nan -nan
0.00945 -nan -nan
0.00946 -nan -nan
0.00947 -nan -nan
0.00948 -nan -nan
0.00949 -nan -nan
0.0095 -nan -nan
0.00951 -nan -nan
0.00952 -nan -nan
0.00953 -nan -nan
0.00954 -nan -nan
0.00955 -nan -nan
0.00956 -nan -nan
0.00957 -nan -nan
0.00958 -nan -nan
0.00959 -nan -nan
0.0096 -nan -nan
0.00961 -nan -nan
0.00962 -nan -nan
0.00963 -nan -nan
0.00964 -nan -nan
0.00965 -nan -nan
0.00966 -nan -nan
0.00967 -nan -nan
0.00968 -nan -nan
0.00969 -nan -nan
0.0097 -nan -nan
0.00971 -nan -nan
0.00972 -nan -nan
0.00973 -nan -nan
0.00974 -nan -nan
0.00975 -nan -nan
0.00976 -nan -nan
0.00977 -nan -nan
0.00978 -nan -nan
0.00979 -nan -nan
0.0098 -nan -nan
0.00981 -nan -nan
0.00982 -nan -nan
0.00983 -nan -nan
0.00984 -nan -nan
0.00985 -nan -nan
0.00986 -nan -nan
0.00987 -nan -nan
0.00988 -nan -nan
0.00989 -nan -nan
0.0099 -nan -nan
0.00991 -nan -nan
0.00992 -nan -nan
0.00993 -nan -nan
0.00994 -nan -nan
0.00995 -nan -nan
0.00996 -nan -nan
0.00997 -nan -nan
0.00998 -nan -nan
0.00999 -nan -nan
0.01 -nan -nan
0.01001 -nan -nan
0.01002 -nan -nan
0.01003 -nan -nan
0.01004 -nan -nan
0.01005 -nan -nan
0.01006 -nan -nan
0.01007 -nan -nan
0.01008 -nan -nan
0.01009 -nan -nan
0.0101 -nan -nan
0.01011 -nan -nan
0.01012 -nan -nan
0.01013 -nan -nan
0.01014 -nan -nan
0.01015 -nan -nan
0.01016 -nan -nan
0.01017 -nan -nan
0.01018 -nan -nan
0.01019 -nan -nan
0.0102 -nan -nan
0.01021 -nan -nan
0.01022 -nan -nan
0.01023 -nan -nan
0.01024 -nan -nan
0.01025 -nan -nan
0.01026 -nan -nan
0.01027 -nan -nan
0.01028 -nan -nan
0.01029 -nan -nan
0.0103 -nan -nan
0.01031 -nan -nan
0.01032 -nan -nan
0.01033 -nan -nan
0.01034 -nan -nan
0.01035 -nan -nan
0.01036 -nan -nan
0.01037 -nan -nan
0.01038 -nan -nan
0.01039 -nan -nan
0.0104 -nan -nan
0.01041 -nan -nan
0.01042 -nan -nan
0.01043 -nan -nan
0.01044 -nan -nan
0.01045 -nan -nan
0.01046 -nan -nan
0.01047 -nan -nan
0.01048 -nan -nan
0.01049 -nan -nan
0.0105 -nan -nan
0.01051 -nan -nan
0.01052 -nan -nan
0.01053 -nan -nan
0.01054 -nan -nan
0.01055 -nan -nan
0.01056 -nan -nan
0.01057 -nan -nan
0.01058 -nan -nan
0.01059 -nan -nan
0.0106 -nan -nan
0.01061 -nan -nan
0.01062 -nan -nan
0.01063 -nan -nan
0.01064 -nan -nan
0.01065 -nan -nan
0.01066 -nan -nan
0.01067 -nan -nan
0.01068 -nan -nan
0.01069 -nan -nan
0.0107 -nan -nan
0.01071 -nan -nan
0.01072 -nan -nan
0.01073 -nan -nan
0.01074 -nan -nan
0.01075 -nan -nan
0.01076 -nan -nan
0.01077 -nan -nan
0.01078 -nan -nan
0.01079 -nan -nan
0.0108 -nan -nan
0.01081 -nan -nan
0.01082 -nan -nan
0.01083 -nan -nan
0.01084 -nan -nan
0.01085 -nan -nan
0.01086 -nan -nan
0.01087 -nan -nan
0.01088 -nan -nan
0.01089 -nan -nan
0.0109 -nan -nan
0.01091 -nan -nan
0.01092 -nan -nan
0.01093 -nan -nan
0.01094 -nan -nan
0.01095 -nan -nan
0.01096 -nan -nan
0.01097 -nan -nan
0.01098 -nan -nan
0.01099 -nan -nan
0.011 -nan -nan
0.01101 -nan -nan
0.01102 -nan -nan
0.01103 -nan -nan
0.01104 -nan -nan
0.01105 -nan -nan
0.01106 -nan -nan
0.01107 -nan -nan
0.01108 -nan -nan
0.01109 -nan -nan
0.0111 -nan -nan
0.01111 -nan -nan
0.01112 -nan -nan
0.01113 -nan -nan
0.01114 -nan -nan
0.01115 -nan -nan
0.01116 -nan -nan
0.01117 -nan -nan
0.01118 -nan -nan
0.01119 -nan -nan
0.0112 -nan -nan
0.01121 -nan -nan
0.01122 -nan -nan
0.01123 -nan -nan
0.01124 -nan -nan
0.01125 -nan -nan
0.01126 -nan -nan
0.01127 -nan -nan
0.01128 -nan -nan
0.01129 -nan -nan
0.0113 -nan -nan
0.01131 -nan -nan
0.01132 -nan -nan
0.01133 -nan -nan
0.01134 -nan -nan
0.01135 -nan -nan
0.01136 -nan -nan
0.01137 -nan -nan
0.01138 -nan -nan
0.01139 -nan -nan
0.0114 -nan -nan
0.01141 -nan -nan
0.01142 -nan -nan
0.01143 -nan -nan
0.01144 -nan -nan
0.01145 -nan -nan
0.01146 -nan -nan
0.01147 -nan -nan
0.01148 -nan -nan
0.01149 -nan -nan
0.0115 -nan -nan
0.01151 -nan -nan
0.01152 -nan -nan
0.01153 -nan -nan
0.01154 -nan -nan
0.01155 -nan -nan
0.01156 -nan -nan
0.01157 -nan -nan
0.01158 -nan -nan
0.01159 -nan -nan
0.0116 -nan -nan
0.01161 -nan -nan
0.01162 -nan -nan
0.01163 -nan -nan
0.01164 -nan -nan
0.01165 -nan -nan
0.01166 -nan -nan
